instant;dteday;season;year;month;hours;holiday;a_week;weather_situation;temp;atemp;humidity;wind_speed;casual;registered;count_cr;category_days;humidity_category
6254;23/09/2011;Winter;2011;Sep;3;0;Friday;Misty;24.599.999.999.999.900;25.0;100.0;0.0;3;5;8;weekdays;Lembab
6255;23/09/2011;Winter;2011;Sep;4;0;Friday;Light_Rainsnow;24.599.999.999.999.900;25.0;100.0;0.0;6;7;13;weekdays;Lembab
6256;23/09/2011;Winter;2011;Sep;5;0;Friday;Misty;25.419.999.999.999.900;27.275;94.0;0.0;2;20;22;weekdays;Lembab
6257;23/09/2011;Winter;2011;Sep;6;0;Friday;Misty;25.419.999.999.999.900;27.275;94.0;60.032;5;99;104;weekdays;Lembab
6258;23/09/2011;Winter;2011;Sep;7;0;Friday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;89.981;14;240;254;weekdays;Lembab
6259;23/09/2011;Winter;2011;Sep;8;0;Friday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;89.981;20;297;317;weekdays;Lembab
6260;23/09/2011;Winter;2011;Sep;9;0;Friday;Light_Rainsnow;25.419.999.999.999.900;25.759.999.999.999.900;100.0;89.981;3;108;111;weekdays;Lembab
6261;23/09/2011;Winter;2011;Sep;10;0;Friday;Light_Rainsnow;25.419.999.999.999.900;25.759.999.999.999.900;100.0;70.015;7;28;35;weekdays;Lembab
6262;23/09/2011;Winter;2011;Sep;11;0;Friday;Light_Rainsnow;25.419.999.999.999.900;25.759.999.999.999.900;100.0;70.015;1;20;21;weekdays;Lembab
6263;23/09/2011;Winter;2011;Sep;12;0;Friday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;70.015;1;28;29;weekdays;Lembab
6264;23/09/2011;Winter;2011;Sep;13;0;Friday;Light_Rainsnow;24.599.999.999.999.900;25.0;100.0;60.032;7;27;34;weekdays;Lembab
6265;23/09/2011;Winter;2011;Sep;14;0;Friday;Light_Rainsnow;24.599.999.999.999.900;25.0;100.0;60.032;3;21;24;weekdays;Lembab
6266;23/09/2011;Winter;2011;Sep;15;0;Friday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;70.015;9;52;61;weekdays;Lembab
6267;23/09/2011;Winter;2011;Sep;16;0;Friday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;0.0;5;51;56;weekdays;Lembab
6268;23/09/2011;Winter;2011;Sep;17;0;Friday;Misty;24.599.999.999.999.900;25.0;100.0;0.0;13;86;99;weekdays;Lembab
6269;23/09/2011;Winter;2011;Sep;18;0;Friday;Clear;24.599.999.999.999.900;25.0;100.0;0.0;14;220;234;weekdays;Lembab
6270;23/09/2011;Winter;2011;Sep;19;0;Friday;Clear;25.419.999.999.999.900;27.275;94.0;89.981;16;232;248;weekdays;Lembab
6271;23/09/2011;Winter;2011;Sep;20;0;Friday;Clear;24.599.999.999.999.900;25.759.999.999.999.900;94.0;0.0;21;158;179;weekdays;Lembab
6272;23/09/2011;Winter;2011;Sep;21;0;Friday;Clear;24.599.999.999.999.900;25.0;100.0;110.014;17;121;138;weekdays;Lembab
6273;23/09/2011;Winter;2011;Sep;22;0;Friday;Clear;24.599.999.999.999.900;25.759.999.999.999.900;94.0;110.014;31;126;157;weekdays;Lembab
6274;23/09/2011;Winter;2011;Sep;23;0;Friday;Misty;23.779.999.999.999.900;27.275;100.0;89.981;41;107;148;weekdays;Lembab
6275;24/09/2011;Winter;2011;Sep;0;0;Saturday;Clear;23.779.999.999.999.900;27.275;100.0;60.032;7;86;93;weekend;Lembab
6276;24/09/2011;Winter;2011;Sep;1;0;Saturday;Misty;23.779.999.999.999.900;27.275;94.0;60.032;18;61;79;weekend;Lembab
6277;24/09/2011;Winter;2011;Sep;2;0;Saturday;Misty;23.779.999.999.999.900;27.275;94.0;60.032;14;54;68;weekend;Lembab
6278;24/09/2011;Winter;2011;Sep;3;0;Saturday;Clear;23.779.999.999.999.900;27.275;94.0;0.0;4;27;31;weekend;Lembab
6279;24/09/2011;Winter;2011;Sep;4;0;Saturday;Clear;22.96;26.515;94.0;70.015;1;7;8;weekend;Lembab
6280;24/09/2011;Winter;2011;Sep;5;0;Saturday;Misty;22.96;26.515;94.0;70.015;2;3;5;weekend;Lembab
6281;24/09/2011;Winter;2011;Sep;6;0;Saturday;Misty;22.96;26.515;94.0;70.015;6;12;18;weekend;Lembab
6282;24/09/2011;Winter;2011;Sep;7;0;Saturday;Misty;22.96;26.515;88.0;70.015;12;34;46;weekend;Lembab
6283;24/09/2011;Winter;2011;Sep;8;0;Saturday;Misty;23.779.999.999.999.900;27.275;90.0;60.032;19;102;121;weekend;Lembab
6284;24/09/2011;Winter;2011;Sep;9;0;Saturday;Misty;24.599.999.999.999.900;27.275;88.0;60.032;41;134;175;weekend;Lembab
6285;24/09/2011;Winter;2011;Sep;10;0;Saturday;Misty;24.599.999.999.999.900;27.275;88.0;60.032;90;203;293;weekend;Lembab
6286;24/09/2011;Winter;2011;Sep;11;0;Saturday;Misty;25.419.999.999.999.900;28.79;83.0;60.032;118;268;386;weekend;Lembab
6287;24/09/2011;Winter;2011;Sep;12;0;Saturday;Misty;25.419.999.999.999.900;28.79;83.0;60.032;141;266;407;weekend;Lembab
6288;24/09/2011;Winter;2011;Sep;13;0;Saturday;Clear;26.240.000.000.000.000;29.544.999.999.999.900;78.0;0.0;170;290;460;weekend;Lembab
6289;24/09/2011;Winter;2011;Sep;14;0;Saturday;Misty;27.060.000.000.000.000;31.06;74.0;89.981;164;226;390;weekend;Lembab
6290;24/09/2011;Winter;2011;Sep;15;0;Saturday;Misty;27.060.000.000.000.000;31.06;74.0;89.981;168;284;452;weekend;Lembab
6291;24/09/2011;Winter;2011;Sep;16;0;Saturday;Misty;26.240.000.000.000.000;29.544.999.999.999.900;78.0;60.032;167;282;449;weekend;Lembab
6292;24/09/2011;Winter;2011;Sep;17;0;Saturday;Clear;27.060.000.000.000.000;31.06;74.0;70.015;180;246;426;weekend;Lembab
6293;24/09/2011;Winter;2011;Sep;18;0;Saturday;Clear;26.240.000.000.000.000;29.544.999.999.999.900;78.0;70.015;157;243;400;weekend;Lembab
6294;24/09/2011;Winter;2011;Sep;19;0;Saturday;Clear;25.419.999.999.999.900;28.03;88.0;0.0;77;231;308;weekend;Lembab
6295;24/09/2011;Winter;2011;Sep;20;0;Saturday;Clear;25.419.999.999.999.900;28.79;83.0;0.0;77;166;243;weekend;Lembab
6296;24/09/2011;Winter;2011;Sep;21;0;Saturday;Clear;25.419.999.999.999.900;28.79;83.0;60.032;66;156;222;weekend;Lembab
6297;24/09/2011;Winter;2011;Sep;22;0;Saturday;Misty;25.419.999.999.999.900;28.03;88.0;0.0;50;143;193;weekend;Lembab
6298;24/09/2011;Winter;2011;Sep;23;0;Saturday;Misty;24.599.999.999.999.900;27.275;88.0;60.032;27;123;150;weekend;Lembab
6299;25/09/2011;Winter;2011;Sep;0;0;Sunday;Misty;24.599.999.999.999.900;27.275;88.0;0.0;37;136;173;weekend;Lembab
6300;25/09/2011;Winter;2011;Sep;1;0;Sunday;Misty;24.599.999.999.999.900;27.275;88.0;70.015;31;93;124;weekend;Lembab
6301;25/09/2011;Winter;2011;Sep;2;0;Sunday;Light_Rainsnow;24.599.999.999.999.900;25.759.999.999.999.900;94.0;0.0;27;79;106;weekend;Lembab
6302;25/09/2011;Winter;2011;Sep;3;0;Sunday;Light_Rainsnow;24.599.999.999.999.900;25.759.999.999.999.900;94.0;0.0;20;39;59;weekend;Lembab
6303;25/09/2011;Winter;2011;Sep;4;0;Sunday;Light_Rainsnow;24.599.999.999.999.900;25.759.999.999.999.900;94.0;89.981;3;5;8;weekend;Lembab
6304;25/09/2011;Winter;2011;Sep;5;0;Sunday;Clear;24.599.999.999.999.900;27.275;88.0;60.032;1;2;3;weekend;Lembab
6305;25/09/2011;Winter;2011;Sep;6;0;Sunday;Misty;24.599.999.999.999.900;27.275;88.0;70.015;4;13;17;weekend;Lembab
6306;25/09/2011;Winter;2011;Sep;7;0;Sunday;Misty;24.599.999.999.999.900;25.759.999.999.999.900;94.0;89.981;15;23;38;weekend;Lembab
6307;25/09/2011;Winter;2011;Sep;8;0;Sunday;Misty;25.419.999.999.999.900;28.03;88.0;0.0;27;59;86;weekend;Lembab
6308;25/09/2011;Winter;2011;Sep;9;0;Sunday;Misty;26.240.000.000.000.000;28.79;83.0;0.0;55;100;155;weekend;Lembab
6309;25/09/2011;Winter;2011;Sep;10;0;Sunday;Misty;26.240.000.000.000.000;28.79;83.0;0.0;85;190;275;weekend;Lembab
6310;25/09/2011;Winter;2011;Sep;11;0;Sunday;Misty;27.060.000.000.000.000;30.305;78.0;89.981;131;230;361;weekend;Lembab
6311;25/09/2011;Winter;2011;Sep;12;0;Sunday;Misty;27.060.000.000.000.000;30.305;78.0;0.0;143;270;413;weekend;Lembab
6312;25/09/2011;Winter;2011;Sep;13;0;Sunday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;74.0;0.0;122;247;369;weekend;Lembab
6313;25/09/2011;Winter;2011;Sep;14;0;Sunday;Misty;27.060.000.000.000.000;30.305;78.0;0.0;116;231;347;weekend;Lembab
6314;25/09/2011;Winter;2011;Sep;15;0;Sunday;Misty;27.060.000.000.000.000;30.305;78.0;0.0;119;234;353;weekend;Lembab
6315;25/09/2011;Winter;2011;Sep;16;0;Sunday;Clear;28.7;32.574.999.999.999.900;70.0;0.0;144;320;464;weekend;Lembab
6316;25/09/2011;Winter;2011;Sep;17;0;Sunday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;74.0;0.0;145;275;420;weekend;Lembab
6317;25/09/2011;Winter;2011;Sep;18;0;Sunday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;74.0;0.0;125;279;404;weekend;Lembab
6318;25/09/2011;Winter;2011;Sep;19;0;Sunday;Clear;26.240.000.000.000.000;28.79;83.0;89.981;87;242;329;weekend;Lembab
6319;25/09/2011;Winter;2011;Sep;20;0;Sunday;Clear;26.240.000.000.000.000;28.79;83.0;60.032;51;135;186;weekend;Lembab
6320;25/09/2011;Winter;2011;Sep;21;0;Sunday;Clear;25.419.999.999.999.900;27.275;94.0;60.032;24;113;137;weekend;Lembab
6321;25/09/2011;Winter;2011;Sep;22;0;Sunday;Clear;25.419.999.999.999.900;28.03;88.0;60.032;20;84;104;weekend;Lembab
6322;25/09/2011;Winter;2011;Sep;23;0;Sunday;Misty;25.419.999.999.999.900;27.275;94.0;70.015;12;67;79;weekend;Lembab
6323;26/09/2011;Winter;2011;Sep;0;0;Monday;Misty;25.419.999.999.999.900;27.275;94.0;0.0;6;23;29;weekdays;Lembab
6324;26/09/2011;Winter;2011;Sep;1;0;Monday;Misty;25.419.999.999.999.900;28.03;88.0;70.015;3;14;17;weekdays;Lembab
6325;26/09/2011;Winter;2011;Sep;2;0;Monday;Misty;25.419.999.999.999.900;28.03;88.0;70.015;4;4;8;weekdays;Lembab
6326;26/09/2011;Winter;2011;Sep;3;0;Monday;Misty;25.419.999.999.999.900;27.275;94.0;0.0;0;5;5;weekdays;Lembab
6327;26/09/2011;Winter;2011;Sep;4;0;Monday;Misty;25.419.999.999.999.900;27.275;94.0;60.032;2;4;6;weekdays;Lembab
6328;26/09/2011;Winter;2011;Sep;5;0;Monday;Misty;25.419.999.999.999.900;28.03;88.0;0.0;0;25;25;weekdays;Lembab
6329;26/09/2011;Winter;2011;Sep;6;0;Monday;Misty;25.419.999.999.999.900;27.275;94.0;60.032;6;107;113;weekdays;Lembab
6330;26/09/2011;Winter;2011;Sep;7;0;Monday;Misty;25.419.999.999.999.900;27.275;94.0;0.0;17;315;332;weekdays;Lembab
6331;26/09/2011;Winter;2011;Sep;8;0;Monday;Misty;25.419.999.999.999.900;27.275;94.0;0.0;29;326;355;weekdays;Lembab
6332;26/09/2011;Winter;2011;Sep;9;0;Monday;Misty;26.240.000.000.000.000;28.79;89.0;12.998.000.000.000.000;44;161;205;weekdays;Lembab
6333;26/09/2011;Winter;2011;Sep;10;0;Monday;Misty;26.240.000.000.000.000;28.79;89.0;12.998.000.000.000.000;37;117;154;weekdays;Lembab
6334;26/09/2011;Winter;2011;Sep;11;0;Monday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;79.0;15.001.299.999.999.900;43;116;159;weekdays;Lembab
6335;26/09/2011;Winter;2011;Sep;12;0;Monday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;79.0;110.014;48;161;209;weekdays;Lembab
6336;26/09/2011;Winter;2011;Sep;13;0;Monday;Misty;28.7;33.335;74.0;110.014;48;139;187;weekdays;Lembab
6337;26/09/2011;Winter;2011;Sep;14;0;Monday;Clear;28.7;32.574.999.999.999.900;70.0;110.014;44;110;154;weekdays;Lembab
6338;26/09/2011;Winter;2011;Sep;15;0;Monday;Clear;29.52;34.089.999.999.999.900;62.0;89.981;52;157;209;weekdays;Ideal
6339;26/09/2011;Winter;2011;Sep;16;0;Monday;Clear;28.7;32.574.999.999.999.900;65.0;110.014;74;239;313;weekdays;Lembab
6340;26/09/2011;Winter;2011;Sep;17;0;Monday;Clear;28.7;32.574.999.999.999.900;70.0;89.981;61;509;570;weekdays;Lembab
6341;26/09/2011;Winter;2011;Sep;18;0;Monday;Clear;27.060.000.000.000.000;30.305;83.0;70.015;63;490;553;weekdays;Lembab
6342;26/09/2011;Winter;2011;Sep;19;0;Monday;Clear;27.060.000.000.000.000;30.305;82.0;60.032;36;347;383;weekdays;Lembab
6343;26/09/2011;Winter;2011;Sep;20;0;Monday;Clear;26.240.000.000.000.000;28.79;89.0;89.981;24;227;251;weekdays;Lembab
6344;26/09/2011;Winter;2011;Sep;21;0;Monday;Clear;26.240.000.000.000.000;28.79;89.0;89.981;18;164;182;weekdays;Lembab
6345;26/09/2011;Winter;2011;Sep;22;0;Monday;Clear;25.419.999.999.999.900;27.275;94.0;89.981;14;122;136;weekdays;Lembab
6346;26/09/2011;Winter;2011;Sep;23;0;Monday;Clear;25.419.999.999.999.900;27.275;94.0;89.981;11;64;75;weekdays;Lembab
6347;27/09/2011;Winter;2011;Sep;0;0;Tuesday;Clear;25.419.999.999.999.900;27.275;94.0;89.981;9;28;37;weekdays;Lembab
6348;27/09/2011;Winter;2011;Sep;1;0;Tuesday;Clear;25.419.999.999.999.900;27.275;94.0;110.014;4;6;10;weekdays;Lembab
6349;27/09/2011;Winter;2011;Sep;2;0;Tuesday;Clear;25.419.999.999.999.900;27.275;94.0;70.015;7;4;11;weekdays;Lembab
6350;27/09/2011;Winter;2011;Sep;3;0;Tuesday;Misty;25.419.999.999.999.900;27.275;94.0;0.0;5;5;10;weekdays;Lembab
6351;27/09/2011;Winter;2011;Sep;4;0;Tuesday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;60.032;5;3;8;weekdays;Lembab
6352;27/09/2011;Winter;2011;Sep;5;0;Tuesday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;60.032;0;24;24;weekdays;Lembab
6353;27/09/2011;Winter;2011;Sep;6;0;Tuesday;Misty;25.419.999.999.999.900;27.275;94.0;70.015;8;116;124;weekdays;Lembab
6354;27/09/2011;Winter;2011;Sep;7;0;Tuesday;Misty;25.419.999.999.999.900;27.275;94.0;70.015;15;234;249;weekdays;Lembab
6355;27/09/2011;Winter;2011;Sep;8;0;Tuesday;Misty;26.240.000.000.000.000;28.79;89.0;70.015;27;400;427;weekdays;Lembab
6356;27/09/2011;Winter;2011;Sep;9;0;Tuesday;Light_Rainsnow;26.240.000.000.000.000;28.79;89.0;12.998.000.000.000.000;20;173;193;weekdays;Lembab
6357;27/09/2011;Winter;2011;Sep;10;0;Tuesday;Light_Rainsnow;26.240.000.000.000.000;28.03;94.0;110.014;21;101;122;weekdays;Lembab
6358;27/09/2011;Winter;2011;Sep;11;0;Tuesday;Misty;27.060.000.000.000.000;29.544.999.999.999.900;89.0;70.015;26;97;123;weekdays;Lembab
6359;27/09/2011;Winter;2011;Sep;12;0;Tuesday;Misty;27.060.000.000.000.000;29.544.999.999.999.900;89.0;89.981;33;129;162;weekdays;Lembab
6360;27/09/2011;Winter;2011;Sep;13;0;Tuesday;Misty;28.7;33.335;74.0;15.001.299.999.999.900;29;122;151;weekdays;Lembab
6361;27/09/2011;Winter;2011;Sep;14;0;Tuesday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;79.0;70.015;29;123;152;weekdays;Lembab
6362;27/09/2011;Winter;2011;Sep;15;0;Tuesday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;83.0;60.032;35;170;205;weekdays;Lembab
6363;27/09/2011;Winter;2011;Sep;16;0;Tuesday;Misty;27.060.000.000.000.000;30.305;83.0;12.998.000.000.000.000;33;225;258;weekdays;Lembab
6364;27/09/2011;Winter;2011;Sep;17;0;Tuesday;Misty;27.060.000.000.000.000;29.544.999.999.999.900;89.0;12.998.000.000.000.000;50;480;530;weekdays;Lembab
6365;27/09/2011;Winter;2011;Sep;18;0;Tuesday;Misty;26.240.000.000.000.000;28.79;89.0;15.001.299.999.999.900;31;325;356;weekdays;Lembab
6366;27/09/2011;Winter;2011;Sep;19;0;Tuesday;Misty;26.240.000.000.000.000;28.79;89.0;89.981;26;294;320;weekdays;Lembab
6367;27/09/2011;Winter;2011;Sep;20;0;Tuesday;Clear;25.419.999.999.999.900;29.544.999.999.999.900;78.0;0.0;17;221;238;weekdays;Lembab
6368;27/09/2011;Winter;2011;Sep;21;0;Tuesday;Clear;24.599.999.999.999.900;28.03;83.0;0.0;17;179;196;weekdays;Lembab
6369;27/09/2011;Winter;2011;Sep;22;0;Tuesday;Clear;24.599.999.999.999.900;27.275;88.0;60.032;19;102;121;weekdays;Lembab
6370;27/09/2011;Winter;2011;Sep;23;0;Tuesday;Clear;24.599.999.999.999.900;27.275;88.0;60.032;11;82;93;weekdays;Lembab
6371;28/09/2011;Winter;2011;Sep;0;0;Wednesday;Clear;24.599.999.999.999.900;27.275;88.0;0.0;7;29;36;weekdays;Lembab
6372;28/09/2011;Winter;2011;Sep;1;0;Wednesday;Clear;24.599.999.999.999.900;27.275;88.0;0.0;1;13;14;weekdays;Lembab
6373;28/09/2011;Winter;2011;Sep;2;0;Wednesday;Clear;24.599.999.999.999.900;27.275;88.0;16.997.899.999.999.900;0;9;9;weekdays;Lembab
6374;28/09/2011;Winter;2011;Sep;3;0;Wednesday;Misty;24.599.999.999.999.900;25.759.999.999.999.900;94.0;60.032;0;3;3;weekdays;Lembab
6375;28/09/2011;Winter;2011;Sep;4;0;Wednesday;Clear;24.599.999.999.999.900;27.275;88.0;0.0;1;3;4;weekdays;Lembab
6376;28/09/2011;Winter;2011;Sep;5;0;Wednesday;Misty;24.599.999.999.999.900;25.759.999.999.999.900;94.0;0.0;2;20;22;weekdays;Lembab
6377;28/09/2011;Winter;2011;Sep;6;0;Wednesday;Light_Rainsnow;24.599.999.999.999.900;25.759.999.999.999.900;94.0;110.014;3;111;114;weekdays;Lembab
6378;28/09/2011;Winter;2011;Sep;7;0;Wednesday;Light_Rainsnow;24.599.999.999.999.900;25.759.999.999.999.900;94.0;110.014;8;177;185;weekdays;Lembab
6379;28/09/2011;Winter;2011;Sep;8;0;Wednesday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;15.001.299.999.999.900;17;270;287;weekdays;Lembab
6380;28/09/2011;Winter;2011;Sep;9;0;Wednesday;Light_Rainsnow;25.419.999.999.999.900;27.275;94.0;15.001.299.999.999.900;14;141;155;weekdays;Lembab
6381;28/09/2011;Winter;2011;Sep;10;0;Wednesday;Misty;25.419.999.999.999.900;27.275;94.0;0.0;20;109;129;weekdays;Lembab
6382;28/09/2011;Winter;2011;Sep;11;0;Wednesday;Misty;27.060.000.000.000.000;30.305;83.0;70.015;24;127;151;weekdays;Lembab
6383;28/09/2011;Winter;2011;Sep;12;0;Wednesday;Misty;27.880.000.000.000.000;31.819.999.999.999.900;79.0;0.0;25;159;184;weekdays;Lembab
6384;28/09/2011;Winter;2011;Sep;13;0;Wednesday;Clear;28.7;33.335;74.0;16.997.899.999.999.900;24;138;162;weekdays;Lembab
6385;28/09/2011;Winter;2011;Sep;14;0;Wednesday;Clear;29.52;34.089.999.999.999.900;62.0;16.997.899.999.999.900;25;145;170;weekdays;Ideal
6386;28/09/2011;Winter;2011;Sep;15;0;Wednesday;Clear;28.7;32.574.999.999.999.900;70.0;89.981;35;146;181;weekdays;Lembab
6387;28/09/2011;Winter;2011;Sep;16;0;Wednesday;Clear;28.7;32.574.999.999.999.900;70.0;12.998.000.000.000.000;39;241;280;weekdays;Lembab
6388;28/09/2011;Winter;2011;Sep;17;0;Wednesday;Clear;28.7;32.574.999.999.999.900;70.0;15.001.299.999.999.900;64;527;591;weekdays;Lembab
6389;28/09/2011;Winter;2011;Sep;18;0;Wednesday;Light_Rainsnow;27.060.000.000.000.000;30.305;83.0;16.997.899.999.999.900;65;459;524;weekdays;Lembab
6390;28/09/2011;Winter;2011;Sep;19;0;Wednesday;Light_Rainsnow;27.060.000.000.000.000;30.305;83.0;16.997.899.999.999.900;57;315;372;weekdays;Lembab
6391;28/09/2011;Winter;2011;Sep;20;0;Wednesday;Light_Rainsnow;24.599.999.999.999.900;28.03;83.0;19.999.499.999.999.900;11;91;102;weekdays;Lembab
6392;28/09/2011;Winter;2011;Sep;21;0;Wednesday;Light_Rainsnow;24.599.999.999.999.900;27.275;88.0;16.997.899.999.999.900;7;67;74;weekdays;Lembab
6393;28/09/2011;Winter;2011;Sep;22;0;Wednesday;Clear;24.599.999.999.999.900;27.275;88.0;60.032;19;68;87;weekdays;Lembab
6394;28/09/2011;Winter;2011;Sep;23;0;Wednesday;Clear;24.599.999.999.999.900;25.759.999.999.999.900;94.0;89.981;12;59;71;weekdays;Lembab
6395;29/09/2011;Winter;2011;Sep;0;0;Thrusday;Clear;24.599.999.999.999.900;25.759.999.999.999.900;94.0;12.998.000.000.000.000;7;33;40;weekdays;Lembab
6396;29/09/2011;Winter;2011;Sep;1;0;Thrusday;Misty;24.599.999.999.999.900;25.0;100.0;12.998.000.000.000.000;3;20;23;weekdays;Lembab
6397;29/09/2011;Winter;2011;Sep;2;0;Thrusday;Misty;24.599.999.999.999.900;25.0;100.0;12.998.000.000.000.000;0;2;2;weekdays;Lembab
6398;29/09/2011;Winter;2011;Sep;3;0;Thrusday;Misty;24.599.999.999.999.900;25.759.999.999.999.900;94.0;12.998.000.000.000.000;0;8;8;weekdays;Lembab
6399;29/09/2011;Winter;2011;Sep;4;0;Thrusday;Misty;24.599.999.999.999.900;27.275;88.0;12.998.000.000.000.000;2;5;7;weekdays;Lembab
6400;29/09/2011;Winter;2011;Sep;5;0;Thrusday;Misty;24.599.999.999.999.900;27.275;88.0;70.015;0;22;22;weekdays;Lembab
6401;29/09/2011;Winter;2011;Sep;6;0;Thrusday;Misty;24.599.999.999.999.900;27.275;88.0;60.032;5;106;111;weekdays;Lembab
6402;29/09/2011;Winter;2011;Sep;7;0;Thrusday;Clear;24.599.999.999.999.900;27.275;88.0;89.981;14;269;283;weekdays;Lembab
6403;29/09/2011;Winter;2011;Sep;8;0;Thrusday;Clear;24.599.999.999.999.900;28.03;83.0;0.0;29;402;431;weekdays;Lembab
6404;29/09/2011;Winter;2011;Sep;9;0;Thrusday;Clear;25.419.999.999.999.900;29.544.999.999.999.900;78.0;16.997.899.999.999.900;27;198;225;weekdays;Lembab
6405;29/09/2011;Winter;2011;Sep;10;0;Thrusday;Clear;26.240.000.000.000.000;30.305;65.0;12.998.000.000.000.000;24;103;127;weekdays;Lembab
6406;29/09/2011;Winter;2011;Sep;11;0;Thrusday;Clear;25.419.999.999.999.900;30.305;61.0;12.998.000.000.000.000;36;122;158;weekdays;Ideal
6407;29/09/2011;Winter;2011;Sep;12;0;Thrusday;Clear;27.060.000.000.000.000;31.06;61.0;110.014;38;157;195;weekdays;Ideal
6408;29/09/2011;Winter;2011;Sep;13;0;Thrusday;Clear;26.240.000.000.000.000;31.06;61.0;12.998.000.000.000.000;36;175;211;weekdays;Ideal
6409;29/09/2011;Winter;2011;Sep;14;0;Thrusday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;51.0;19.999.499.999.999.900;33;134;167;weekdays;Ideal
6410;29/09/2011;Winter;2011;Sep;15;0;Thrusday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;45.0;260.027;42;185;227;weekdays;Ideal
6411;29/09/2011;Winter;2011;Sep;16;0;Thrusday;Clear;27.880.000.000.000.000;31.819.999.999.999.900;41.0;239.994;64;227;291;weekdays;Kering
6412;29/09/2011;Winter;2011;Sep;17;0;Thrusday;Clear;27.060.000.000.000.000;31.06;47.0;19.999.499.999.999.900;62;527;589;weekdays;Ideal
6413;29/09/2011;Winter;2011;Sep;18;0;Thrusday;Clear;26.240.000.000.000.000;31.06;41.0;15.001.299.999.999.900;84;500;584;weekdays;Kering
6414;29/09/2011;Winter;2011;Sep;19;0;Thrusday;Clear;25.419.999.999.999.900;31.06;50.0;60.032;36;348;384;weekdays;Ideal
6415;29/09/2011;Winter;2011;Sep;20;0;Thrusday;Clear;24.599.999.999.999.900;31.06;53.0;60.032;39;234;273;weekdays;Ideal
6416;29/09/2011;Winter;2011;Sep;21;0;Thrusday;Clear;23.779.999.999.999.900;27.275;5.600.000.000.000.000;0.0;30;195;225;weekdays;Ideal
6417;29/09/2011;Winter;2011;Sep;22;0;Thrusday;Clear;22.96;26.515;68.0;0.0;25;150;175;weekdays;Lembab
6418;29/09/2011;Winter;2011;Sep;23;0;Thrusday;Clear;21.32;25.0;77.0;70.015;17;64;81;weekdays;Lembab
6419;30/09/2011;Winter;2011;Sep;0;0;Friday;Clear;21.32;25.0;83.0;70.015;7;53;60;weekdays;Lembab
6420;30/09/2011;Winter;2011;Sep;1;0;Friday;Clear;21.32;25.0;77.0;60.032;5;18;23;weekdays;Lembab
6421;30/09/2011;Winter;2011;Sep;2;0;Friday;Clear;21.32;25.0;83.0;70.015;6;9;15;weekdays;Lembab
6422;30/09/2011;Winter;2011;Sep;3;0;Friday;Clear;21.32;25.0;83.0;70.015;0;3;3;weekdays;Lembab
6423;30/09/2011;Winter;2011;Sep;4;0;Friday;Clear;21.32;25.0;83.0;12.998.000.000.000.000;2;6;8;weekdays;Lembab
6424;30/09/2011;Winter;2011;Sep;5;0;Friday;Clear;21.32;25.0;83.0;12.998.000.000.000.000;3;23;26;weekdays;Lembab
6425;30/09/2011;Winter;2011;Sep;6;0;Friday;Clear;21.32;25.0;83.0;15.001.299.999.999.900;0;98;98;weekdays;Lembab
6426;30/09/2011;Winter;2011;Sep;7;0;Friday;Clear;21.32;25.0;83.0;15.001.299.999.999.900;14;283;297;weekdays;Lembab
6427;30/09/2011;Winter;2011;Sep;8;0;Friday;Clear;22.14;25.759.999.999.999.900;77.0;89.981;31;425;456;weekdays;Lembab
6428;30/09/2011;Winter;2011;Sep;9;0;Friday;Clear;22.96;26.515;73.0;12.998.000.000.000.000;23;214;237;weekdays;Lembab
6429;30/09/2011;Winter;2011;Sep;10;0;Friday;Clear;24.599.999.999.999.900;30.305;64.0;0.0;46;122;168;weekdays;Ideal
6430;30/09/2011;Winter;2011;Sep;11;0;Friday;Clear;26.240.000.000.000.000;31.06;5.699.999.999.999.990;60.032;49;168;217;weekdays;Ideal
6431;30/09/2011;Winter;2011;Sep;12;0;Friday;Misty;26.240.000.000.000.000;31.06;5.699.999.999.999.990;12.998.000.000.000.000;59;195;254;weekdays;Ideal
6432;30/09/2011;Winter;2011;Sep;13;0;Friday;Misty;27.060.000.000.000.000;31.06;47.0;220.028;72;194;266;weekdays;Ideal
6433;30/09/2011;Winter;2011;Sep;14;0;Friday;Misty;26.240.000.000.000.000;31.06;47.0;19.999.499.999.999.900;93;173;266;weekdays;Ideal
