instant;dteday;season;year;month;holiday;a_week;weather_situation;temp;atemp;humidity;wind_speed;casual;registered;count_cr;category_days;humidity_category
363;29/12/2011;Spring;2011;Dec;0;Thrusday;Clear;10.181.653;13.194.600.000.000.000;574.167;8.000.604.000.000.000;254;2169;2423;weekdays;Ideal
364;30/12/2011;Spring;2011;Dec;0;Friday;Clear;12.778.347.000.000.000;159.406;636.667;9.000.579;491;2508;2999;weekdays;Ideal
365;31/12/2011;Spring;2011;Dec;0;Saturday;Clear;16.81;2.070.605;61.583.299.999.999.900;14.750.318;665;1820;2485;weekend;Ideal
366;01/01/2012;Spring;2012;Jan;0;Sunday;Clear;15.17;1.878.105;69.25;12.875.189;686;1608;2294;weekend;Lembab
367;02/01/2012;Spring;2012;Jan;1;Monday;Clear;11.194.763;12.615.199.999.999.900;38.130.399.999.999.900;22.087.555;244;1707;1951;weekdays;Kering
368;03/01/2012;Spring;2012;Jan;0;Tuesday;Clear;61.499.999.999.999.900;631.375;44.125;24.499.957.000.000.000;89;2147;2236;weekdays;Kering
369;04/01/2012;Spring;2012;Jan;0;Wednesday;Misty;44.075;596.685;414.583;123.749;95;2273;2368;weekdays;Kering
370;05/01/2012;Spring;2012;Jan;0;Thrusday;Clear;10.899.153;139.206;52.416.700.000.000.000;8.709.128.999.999.990;140;3132;3272;weekdays;Ideal
371;06/01/2012;Spring;2012;Jan;0;Friday;Clear;13.700.847;1.701.335;542.083;11.249.836;307;3791;4098;weekdays;Ideal
372;07/01/2012;Spring;2012;Jan;0;Saturday;Clear;16.126.653;1.953.895;531.667;11.708.786;1070;3451;4521;weekend;Ideal
373;08/01/2012;Spring;2012;Jan;0;Sunday;Clear;138.375;17.012.900.000.000.000;46.5;12.833.314;599;2826;3425;weekend;Ideal
374;09/01/2012;Spring;2012;Jan;0;Monday;Misty;9.190.847;1.237.395;701.667;66.263.000.000.000.000;106;2270;2376;weekdays;Lembab
375;10/01/2012;Spring;2012;Jan;0;Tuesday;Clear;12.656.536.000.000.000;159.413;6.465.220.000.000.000;12.565.984;173;3425;3598;weekdays;Ideal
376;11/01/2012;Spring;2012;Jan;0;Wednesday;Misty;11.240.847;1.414.105;84.75;8.791.807;92;2085;2177;weekdays;Lembab
377;12/01/2012;Spring;2012;Jan;0;Thrusday;Misty;15.682.500.000.000.000;190.969;802.917;12.124.789;269;3828;4097;weekdays;Lembab
378;13/01/2012;Spring;2012;Jan;0;Friday;Clear;11.240.847;124.681;5.074.999.999.999.990;25.333.236;174;3040;3214;weekdays;Ideal
379;14/01/2012;Spring;2012;Jan;0;Saturday;Clear;7.38;915.435;45.75;12.541.260.999.999.900;333;2160;2493;weekend;Ideal
380;15/01/2012;Spring;2012;Jan;0;Sunday;Clear;6.833.347.000.000.000;8.081.249.999.999.990;419.167;16.834.286;284;2027;2311;weekend;Kering
381;16/01/2012;Spring;2012;Jan;1;Monday;Clear;7.79;953.315;52.25;15.500.986.000.000.000;217;2081;2298;weekdays;Ideal
382;17/01/2012;Spring;2012;Jan;0;Tuesday;Misty;15.294.763;182.139;716.087;2.339.171;127;2808;2935;weekdays;Lembab
383;18/01/2012;Spring;2012;Jan;0;Wednesday;Clear;12.436.653.000.000.000;137.627;44.333.299.999.999.900;27.833.743;109;3267;3376;weekdays;Kering
384;19/01/2012;Spring;2012;Jan;0;Thrusday;Clear;7.79;9.501.900.000.000.000;49.75;14.750.586;130;3162;3292;weekdays;Ideal
385;20/01/2012;Spring;2012;Jan;0;Friday;Misty;89.175;11.047.899.999.999.900;45.0;1.358.425;115;3048;3163;weekdays;Ideal
386;21/01/2012;Spring;2012;Jan;0;Saturday;Misty;7.106.653;874.375;83.125;14.917.014;67;1234;1301;weekend;Lembab
387;22/01/2012;Spring;2012;Jan;0;Sunday;Misty;66.625.000.000.000.000;81.125;79.625;13.375.746.000.000.000;196;1781;1977;weekend;Lembab
388;23/01/2012;Spring;2012;Jan;0;Monday;Misty;8.951.653;12.152.899.999.999.900;91.125;7.417.436;145;2287;2432;weekdays;Lembab
389;24/01/2012;Spring;2012;Jan;0;Tuesday;Clear;140.425;17.455.399.999.999.900;8.358.330.000.000.000;8.292.389;439;3900;4339;weekdays;Lembab
390;25/01/2012;Spring;2012;Jan;0;Wednesday;Clear;12.060.847;1.474.105;64.375;10.791.756.999.999.900;467;3803;4270;weekdays;Ideal
391;26/01/2012;Spring;2012;Jan;0;Thrusday;Misty;14.008.347;178.025;7.695.830.000.000.000;49.175.186;244;3831;4075;weekdays;Lembab
392;27/01/2012;Spring;2012;Jan;0;Friday;Misty;17.425;2.076.915;74.125;22.958.689;269;3187;3456;weekdays;Lembab
393;28/01/2012;Spring;2012;Jan;0;Saturday;Clear;12.949.152.999.999.900;16.318.949.999.999.900;54.333.299.999.999.900;14.125.542.999.999.900;775;3248;4023;weekend;Ideal
394;29/01/2012;Spring;2012;Jan;0;Sunday;Clear;115.825;1.363.605;31.125.000.000.000.000;1.608.335;558;2685;3243;weekend;Kering
395;30/01/2012;Spring;2012;Jan;0;Monday;Clear;11.035.847;1.313.125;400.833;14.458.064;126;3498;3624;weekdays;Kering
396;31/01/2012;Spring;2012;Jan;0;Tuesday;Clear;15.99;1.906.585;416.667;17.541.739;324;4185;4509;weekdays;Kering
397;01/02/2012;Spring;2012;Feb;0;Wednesday;Clear;19.235.847;23.326.900.000.000.000;5.079.169.999.999.990;12.667.489.000.000.000;304;4275;4579;weekdays;Ideal
398;02/02/2012;Spring;2012;Feb;0;Thrusday;Misty;16.365.847;1.994.855;6.729.169.999.999.990;12.541.528.999.999.900;190;3571;3761;weekdays;Lembab
399;03/02/2012;Spring;2012;Feb;0;Friday;Clear;12.846.652.999.999.900;154.673;526.667;11.959.232;310;3841;4151;weekdays;Ideal
400;04/02/2012;Spring;2012;Feb;0;Saturday;Misty;10.830.846.999.999.900;1.363.625;7.795.830.000.000.000;8.167.032;384;2448;2832;weekend;Lembab
401;05/02/2012;Spring;2012;Feb;0;Sunday;Misty;10.899.153;1.322.605;687.917;11.791.732.000.000.000;318;2629;2947;weekend;Lembab
402;06/02/2012;Spring;2012;Feb;0;Monday;Clear;11.586.969;148.213;622.174;10.304.599.999.999.900;206;3578;3784;weekdays;Ideal
403;07/02/2012;Spring;2012;Feb;0;Tuesday;Clear;14.520.847;180.552;49.625;9.874.393.000.000.000;199;4176;4375;weekdays;Ideal
404;08/02/2012;Spring;2012;Feb;0;Wednesday;Misty;10.523.347;13.321.050.000.000.000;722.917;8.959.307;109;2693;2802;weekdays;Lembab
405;09/02/2012;Spring;2012;Feb;0;Thrusday;Clear;10.865;130.994;562.083;13.000.478.999.999.900;163;3667;3830;weekdays;Ideal
406;10/02/2012;Spring;2012;Feb;0;Friday;Misty;11.514.153;146.779;54.0;7.834.243.000.000.000;227;3604;3831;weekdays;Ideal
407;11/02/2012;Spring;2012;Feb;0;Saturday;Light_Rainsnow;9.190.847;1.054.335;73.125;19.416.332;192;1977;2169;weekend;Lembab
408;12/02/2012;Spring;2012;Feb;0;Sunday;Clear;52.275;50.828.999.999.999.900;464.583;27.417.204;73;1456;1529;weekend;Ideal
409;13/02/2012;Spring;2012;Feb;0;Monday;Clear;91.225;1.139.565;41.125;11.207.961;94;3328;3422;weekdays;Kering
410;14/02/2012;Spring;2012;Feb;0;Tuesday;Misty;13.085.847;16.697.300.000.000.000;50.875;9.458.993;135;3787;3922;weekdays;Ideal
411;15/02/2012;Spring;2012;Feb;0;Wednesday;Clear;14.281.653;1.758.145;53.125;12.167.200.000.000.000;141;4028;4169;weekdays;Ideal
412;16/02/2012;Spring;2012;Feb;0;Thrusday;Misty;12.983.346.999.999.900;165.081;7.529.169.999.999.990;6.125.475.000.000.000;74;2931;3005;weekdays;Lembab
413;17/02/2012;Spring;2012;Feb;0;Friday;Clear;14.076.653;1.758.145;634.583;13.791.682;349;3805;4154;weekdays;Ideal
414;18/02/2012;Spring;2012;Feb;0;Saturday;Clear;14.213.347;1.777.125;534.583;12.792.243;1435;2883;4318;weekend;Ideal
415;19/02/2012;Spring;2012;Feb;0;Sunday;Misty;11.48;132.894;515.833;16.958.504;618;2071;2689;weekend;Ideal
416;20/02/2012;Spring;2012;Feb;1;Monday;Clear;11.48;1.366.955;507.826;15.348.561;502;2627;3129;weekdays;Ideal
417;21/02/2012;Spring;2012;Feb;0;Tuesday;Clear;11.800.866.000.000.000;14.755.650.000.000.000;59.434.799.999.999.900;13.783.039;163;3614;3777;weekdays;Ideal
418;22/02/2012;Spring;2012;Feb;0;Wednesday;Clear;16.229.153;1.963.335;567.917;15.709.557;394;4379;4773;weekdays;Ideal
419;23/02/2012;Spring;2012;Feb;0;Thrusday;Clear;18.620.846.999.999.900;222.223;5.545.830.000.000.000;12.791.171;516;4546;5062;weekdays;Ideal
420;24/02/2012;Spring;2012;Feb;0;Friday;Misty;167.075;2.054.855;73.75;15.916.989;246;3241;3487;weekdays;Lembab
421;25/02/2012;Spring;2012;Feb;0;Saturday;Clear;11.924.153;1.278.375;395.833;28.250.014;317;2415;2732;weekend;Kering
422;26/02/2012;Spring;2012;Feb;0;Sunday;Clear;11.445.847;134.154;41.0;13.750.342.999.999.900;515;2874;3389;weekend;Kering
423;27/02/2012;Spring;2012;Feb;0;Monday;Clear;15.033.347.000.000.000;178.977;490.833;17.958.211.000.000.000;253;4069;4322;weekdays;Ideal
424;28/02/2012;Spring;2012;Feb;0;Tuesday;Clear;14.725.847;1.767.625;395.833;12.958.939;229;4134;4363;weekdays;Kering
425;29/02/2012;Spring;2012;Feb;0;Wednesday;Misty;14.118.267.999.999.900;174.235;804.783;12.000.839;65;1769;1834;weekdays;Lembab
426;01/03/2012;Spring;2012;Mar;0;Thrusday;Clear;19.919.153;23.768.549.999.999.900;615.417;15.208.129;325;4665;4990;weekdays;Ideal
427;02/03/2012;Spring;2012;Mar;0;Friday;Misty;14.486.653;179.921;657.083;9.708.568;246;2948;3194;weekdays;Lembab
428;03/03/2012;Spring;2012;Mar;0;Saturday;Misty;16.980.847;206.746;62.125;10.792.293;956;3110;4066;weekend;Ideal
429;04/03/2012;Spring;2012;Mar;0;Sunday;Clear;13.359.153;1.515.105;403.333;22.416.257;710;2713;3423;weekend;Kering
430;05/03/2012;Spring;2012;Mar;0;Monday;Clear;9.976.652.999.999.990;1.205.855;50.625;15.333.486;203;3130;3333;weekdays;Ideal
431;06/03/2012;Spring;2012;Mar;0;Tuesday;Clear;10.591.652.999.999.900;12.752.099.999.999.900;456.667;13.458.625;221;3735;3956;weekdays;Ideal
432;07/03/2012;Spring;2012;Mar;0;Wednesday;Clear;16.570.847;19.255;513.333;23.167.193;432;4484;4916;weekdays;Ideal
433;08/03/2012;Spring;2012;Mar;0;Thrusday;Clear;21.627.499.999.999.900;26.230.199.999.999.900;56.75;29.584.721;486;4896;5382;weekdays;Ideal
434;09/03/2012;Spring;2012;Mar;0;Friday;Misty;16.844.153;1.985.415;40.708.299.999.999.900;277.916;447;4122;4569;weekdays;Kering
435;10/03/2012;Spring;2012;Mar;0;Saturday;Clear;117.875;13.888.349.999.999.900;350.417;15.125.250.000.000.000;968;3150;4118;weekend;Kering
436;11/03/2012;Spring;2012;Mar;0;Sunday;Clear;14.831.299;179.835;476.957;14.913.329.000.000.000;1658;3253;4911;weekend;Ideal
437;12/03/2012;Spring;2012;Mar;0;Monday;Clear;19.133.347;229.796;489.167;13.916.771;838;4460;5298;weekdays;Ideal
438;13/03/2012;Spring;2012;Mar;0;Tuesday;Clear;23.165;2.714.645;6.175.000.000.000.000;1.587.565;762;5085;5847;weekdays;Ideal
439;14/03/2012;Spring;2012;Mar;0;Wednesday;Clear;234.725;2.743.085;50.708.299.999.999.900;7.709.154;997;5315;6312;weekdays;Ideal
440;15/03/2012;Spring;2012;Mar;0;Thrusday;Clear;22.857.499.999.999.900;2.664.125;57.958.299.999.999.900;10.042.161;1005;5187;6192;weekdays;Ideal
441;16/03/2012;Spring;2012;Mar;0;Friday;Misty;17.869.153;2.181.145;8.420.830.000.000.000;7.583.864;548;3830;4378;weekdays;Lembab
442;17/03/2012;Spring;2012;Mar;0;Saturday;Misty;21.080.847.000.000.000;25.252.299.999.999.900;755.833;7.417.168;3155;4681;7836;weekend;Lembab
443;18/03/2012;Spring;2012;Mar;0;Sunday;Misty;193.725;23.200.000.000.000.000;81.0;8.501.161;2207;3685;5892;weekend;Lembab
444;19/03/2012;Spring;2012;Mar;0;Monday;Clear;22.345.000.000.000.000;2.664.105;72.875;10.875.238.999.999.900;982;5171;6153;weekdays;Lembab
445;20/03/2012;Spring;2012;Mar;0;Tuesday;Clear;22.994.153;26.926.650.000.000.000;807.917;8.125.157;1051;5042;6093;weekdays;Lembab
446;21/03/2012;Summer;2012;Mar;0;Wednesday;Misty;21.798.347;256.629;82.125;6.000.406.099.999.990;1122;5108;6230;weekdays;Lembab
447;22/03/2012;Summer;2012;Mar;0;Thrusday;Clear;22.720.847;2.657.835;83.125;7.876.654;1334;5537;6871;weekdays;Lembab
448;23/03/2012;Summer;2012;Mar;0;Friday;Misty;24.668.346.999.999.900;2.850.335;6.941.669.999.999.990;77.921.000.000.000.000;2469;5893;8362;weekdays;Lembab
449;24/03/2012;Summer;2012;Mar;0;Saturday;Misty;206.025;24.336.650.000.000.000;885.417;12.916.461;1033;2339;3372;weekend;Lembab
450;25/03/2012;Summer;2012;Mar;0;Sunday;Misty;179.375;21.874.399.999.999.900;880.833;14.791.924.999.999.900;1532;3464;4996;weekend;Lembab
451;26/03/2012;Summer;2012;Mar;0;Monday;Clear;18.279.153;219.375;477.917;25.917.007;795;4763;5558;weekdays;Ideal
452;27/03/2012;Summer;2012;Mar;0;Tuesday;Clear;13.256.653;157.827;28.999.999.999.999.900;12.541.864;531;4571;5102;weekdays;Kering
453;28/03/2012;Summer;2012;Mar;0;Wednesday;Clear;19.850.847;235.475;48.125;19.541.957;674;5024;5698;weekdays;Ideal
454;29/03/2012;Summer;2012;Mar;0;Thrusday;Clear;20.260.847.000.000.000;241.152;439.167;2.141.655;834;5299;6133;weekdays;Kering
455;30/03/2012;Summer;2012;Mar;0;Friday;Misty;15.17;1.878.105;580.833;9.250.489;796;4663;5459;weekdays;Ideal
456;31/03/2012;Summer;2012;Mar;0;Saturday;Misty;17.390.847;210.854;7.383.330.000.000.000;16.791.338.999.999.900;2301;3934;6235;weekend;Lembab
457;01/04/2012;Summer;2012;Apr;0;Sunday;Misty;17.459.153;2.086.435;67.625;11.541.889;2347;3694;6041;weekend;Lembab
458;02/04/2012;Summer;2012;Apr;0;Monday;Clear;17.790.433;2.137.565;504.348;20.913.313;1208;4728;5936;weekdays;Ideal
459;03/04/2012;Summer;2012;Apr;0;Tuesday;Clear;19.133.347;2.307.415;396.667;6.708.911;1348;5424;6772;weekdays;Kering
460;04/04/2012;Summer;2012;Apr;0;Wednesday;Clear;22.208.347;266.725;46.958.299.999.999.900;12.125.325;1058;5378;6436;weekdays;Ideal
461;05/04/2012;Summer;2012;Apr;0;Thrusday;Clear;17.835;2.155.815;37.416.700.000.000.000;14.708.443;1192;5265;6457;weekdays;Kering
462;06/04/2012;Summer;2012;Apr;0;Friday;Clear;16.536.653;19.538.349.999.999.900;377.083;20.125.996;1807;4653;6460;weekdays;Kering
463;07/04/2012;Summer;2012;Apr;0;Saturday;Clear;179.375;21.306.449.999.999.900;254.167;18.416.356.999.999.900;3252;3605;6857;weekend;Kering
464;08/04/2012;Summer;2012;Apr;0;Sunday;Clear;20.5;2.462.125;275.833;15.583.931.999.999.900;2230;2939;5169;weekend;Kering
465;09/04/2012;Summer;2012;Apr;0;Monday;Clear;20.055.847;238.319;31.75;23.999.132;905;4680;5585;weekdays;Kering
466;10/04/2012;Summer;2012;Apr;0;Tuesday;Clear;18.313.347;2.181.165;43.5;16.708.125.000.000.000;819;5099;5918;weekdays;Kering
467;11/04/2012;Summer;2012;Apr;0;Wednesday;Clear;14.296.536;168.637;469.565;19.783.358;482;4380;4862;weekdays;Ideal
468;12/04/2012;Summer;2012;Apr;0;Thrusday;Clear;162.975;193.802;46.625;19.458.743;663;4746;5409;weekdays;Ideal
469;13/04/2012;Summer;2012;Apr;0;Friday;Clear;18.142.500.000.000.000;21.590.400.000.000.000;408.333;10.416.557;1252;5146;6398;weekdays;Kering
470;14/04/2012;Summer;2012;Apr;0;Saturday;Clear;20.294.999.999.999.900;243.998;5.029.169.999.999.990;12.791.439;2795;4665;7460;weekend;Ideal
471;15/04/2012;Summer;2012;Apr;0;Sunday;Clear;24.873.347;2.869.375;5.079.169.999.999.990;15.083.643;2846;4286;7132;weekend;Ideal
472;16/04/2012;Summer;2012;Apr;1;Monday;Clear;27.230.846.999.999.900;30.746.250.000.000.000;56.166.700.000.000.000;19.083.543;1198;5172;6370;weekdays;Ideal
473;17/04/2012;Summer;2012;Apr;0;Tuesday;Clear;24.941.653.000.000.000;2.992.435;390.417;18.333.143;989;5702;6691;weekdays;Kering
474;18/04/2012;Summer;2012;Apr;0;Wednesday;Misty;18.996.653;228.519;569.167;11.250.104;347;4020;4367;weekdays;Ideal
475;19/04/2012;Summer;2012;Apr;0;Thrusday;Clear;20.431.653;246.523;6.125.000.000.000.000;4.417.256.399.999.990;846;5719;6565;weekdays;Ideal
476;20/04/2012;Summer;2012;Apr;0;Friday;Clear;21.593.347;2.578.875;694.583;10.041.357;1340;5950;7290;weekdays;Lembab
477;21/04/2012;Summer;2012;Apr;0;Saturday;Clear;23.369.999.999.999.900;2.714.605;682.917;19.000.328.999.999.900;2541;4083;6624;weekend;Lembab
478;22/04/2012;Summer;2012;Apr;0;Sunday;Light_Rainsnow;16.263.347;194.752;8.354.169.999.999.990;23.084.582;120;907;1027;weekend;Lembab
479;23/04/2012;Summer;2012;Apr;0;Monday;Misty;13.188.346.999.999.900;15.056.249.999.999.900;7.666.669.999.999.990;20.334.232;195;3019;3214;weekdays;Lembab
480;24/04/2012;Summer;2012;Apr;0;Tuesday;Clear;16.946.653;2.026.415;454.167;16.708.661;518;5115;5633;weekdays;Ideal
481;25/04/2012;Summer;2012;Apr;0;Wednesday;Clear;19.543.347;2.351.585;427.917;7.959.064;655;5541;6196;weekdays;Kering
482;26/04/2012;Summer;2012;Apr;0;Thrusday;Misty;20.431.653;2.417.915;7.566.669.999.999.990;11.833.875;475;4551;5026;weekdays;Lembab
483;27/04/2012;Summer;2012;Apr;0;Friday;Clear;187.575;2.263.185;400.833;23.291.411;1014;5219;6233;weekdays;Kering
484;28/04/2012;Summer;2012;Apr;0;Saturday;Misty;15.443.347;188.752;489.583;8.708.325;1120;3100;4220;weekend;Ideal
485;29/04/2012;Summer;2012;Apr;0;Sunday;Clear;18.791.653;2.250.605;587.083;78.328.359.999.999.900;2229;4075;6304;weekend;Ideal
486;30/04/2012;Summer;2012;Apr;0;Monday;Misty;19.030.847;228.848;5.699.999.999.999.990;11.499.746;665;4907;5572;weekdays;Ideal
487;01/05/2012;Summer;2012;May;0;Tuesday;Misty;25.146.653;2.885.105;6.595.830.000.000.000;10.458.432;653;5087;5740;weekdays;Lembab
488;02/05/2012;Summer;2012;May;0;Wednesday;Clear;23.130.847;26.894.800.000.000.000;797.083;9.249.885.999.999.990;667;5502;6169;weekdays;Lembab
489;03/05/2012;Summer;2012;May;0;Thrusday;Misty;22.96;26.862.099.999.999.900;7.683.330.000.000.000;8.957.632;764;5657;6421;weekdays;Lembab
490;04/05/2012;Summer;2012;May;0;Friday;Clear;257.275;2.954.585;7.354.169.999.999.990;10.916.846;1069;5227;6296;weekdays;Lembab
491;05/05/2012;Summer;2012;May;0;Saturday;Misty;25.488.346.999.999.900;292.304;7.566.669.999.999.990;10.250.464;2496;4387;6883;weekend;Lembab
492;06/05/2012;Summer;2012;May;0;Sunday;Misty;230.625;27.336.850.000.000.000;74.0;10.041.893;2135;4224;6359;weekend;Lembab
493;07/05/2012;Summer;2012;May;0;Monday;Misty;22.037.499.999.999.900;263.571;6.641.669.999.999.990;15.458.307.000.000.000;1008;5265;6273;weekdays;Lembab
494;08/05/2012;Summer;2012;May;0;Tuesday;Misty;23.848.347;2.787.355;6.858.330.000.000.000;19.833.942.999.999.900;738;4990;5728;weekdays;Lembab
495;09/05/2012;Summer;2012;May;0;Wednesday;Misty;23.575;2.765.125;744.167;14.499.604;620;4097;4717;weekdays;Lembab
496;10/05/2012;Summer;2012;May;0;Thrusday;Clear;20.739.152.999.999.900;2.458.915;552.083;21.042.220.999.999.900;1026;5546;6572;weekdays;Ideal
497;11/05/2012;Summer;2012;May;0;Friday;Clear;21.866.653;2.604.165;360.417;15.874.779;1319;5711;7030;weekdays;Kering
498;12/05/2012;Summer;2012;May;0;Saturday;Clear;23.130.847;2.724.085;480.417;8.249.911;2622;4807;7429;weekend;Ideal
499;13/05/2012;Summer;2012;May;0;Sunday;Clear;251.125;292.619;5.762.500.000.000.000;15.082.839;2172;3946;6118;weekend;Ideal
500;14/05/2012;Summer;2012;May;0;Monday;Misty;23.506.653;27.495.000.000.000.000;7.895.830.000.000.000;14.250.364;342;2501;2843;weekdays;Lembab
501;15/05/2012;Summer;2012;May;0;Tuesday;Misty;25.078.346.999.999.900;288.202;7.945.830.000.000.000;9.875.264;625;4490;5115;weekdays;Lembab
502;16/05/2012;Summer;2012;May;0;Wednesday;Clear;26.103.347;29.798.750.000.000.000;697.917;8.208.304;991;6433;7424;weekdays;Lembab
503;17/05/2012;Summer;2012;May;0;Thrusday;Clear;24.326.653;28.630.650.000.000.000;52.0;15.374.825.000.000.000;1242;6142;7384;weekdays;Ideal
504;18/05/2012;Summer;2012;May;0;Friday;Clear;23.130.847;2.755.605;5.233.330.000.000.000;9.166.739;1521;6118;7639;weekdays;Ideal
505;19/05/2012;Summer;2012;May;0;Saturday;Clear;24.599.999.999.999.900;28.345.399.999.999.900;45.625;5.626.325;3410;4884;8294;weekend;Ideal
506;20/05/2012;Summer;2012;May;0;Sunday;Clear;25.454.152.999.999.900;2.919.835;53.041.700.000.000.000;17.042.589;2704;4425;7129;weekend;Ideal
507;21/05/2012;Summer;2012;May;0;Monday;Misty;24.531.653;28.283.350.000.000.000;81.125;15.624.668;630;3729;4359;weekdays;Lembab
508;22/05/2012;Summer;2012;May;0;Tuesday;Misty;25.215;2.904.125;765.833;7.917.189;819;5254;6073;weekdays;Lembab
509;23/05/2012;Summer;2012;May;0;Wednesday;Misty;25.488.346.999.999.900;29.230.600.000.000.000;7.745.830.000.000.000;6.834;766;4494;5260;weekdays;Lembab
510;24/05/2012;Summer;2012;May;0;Thrusday;Clear;26.855;30.335;716.667;11.584.031.999.999.900;1059;5711;6770;weekdays;Lembab
511;25/05/2012;Summer;2012;May;0;Friday;Clear;27.880.000.000.000.000;3.137.645;7.470.830.000.000.000;941.685;1417;5317;6734;weekdays;Lembab
512;26/05/2012;Summer;2012;May;0;Saturday;Clear;28.392.500.000.000.000;32.134.800.000.000.000;73.25;13.332.464;2855;3681;6536;weekend;Lembab
513;27/05/2012;Summer;2012;May;0;Sunday;Clear;28.29;3.207.125;697.083;14.416.457;3283;3308;6591;weekend;Lembab
514;28/05/2012;Summer;2012;May;1;Monday;Clear;29.212.500.000.000.000;33.965;67.625;13.166.907;2557;3486;6043;weekdays;Lembab
515;29/05/2012;Summer;2012;May;0;Tuesday;Clear;29.622.500.000.000.000;336.496;6.845.830.000.000.000;197.918;880;4863;5743;weekdays;Lembab
516;30/05/2012;Summer;2012;May;0;Wednesday;Misty;26.923.347;3.055.645;67.0;9.000.043;745;6110;6855;weekdays;Lembab
517;31/05/2012;Summer;2012;May;0;Thrusday;Clear;27.880.000.000.000.000;31.566.450.000.000.000;492.917;13.083.693;1100;6238;7338;weekdays;Ideal
518;01/06/2012;Summer;2012;Jun;0;Friday;Misty;26.820.847;303.981;755.417;15.916.720.999.999.900;533;3594;4127;weekdays;Lembab
519;02/06/2012;Summer;2012;Jun;0;Saturday;Clear;23.916.653;283.144;549.167;12.499.654;2795;5325;8120;weekend;Ideal
520;03/06/2012;Summer;2012;Jun;0;Sunday;Clear;247.025;2.875.665;493.333;12.333.829;2494;5147;7641;weekend;Ideal
521;04/06/2012;Summer;2012;Jun;0;Monday;Clear;24.497.500.000.000.000;2.891.415;487.083;19.083.811;1071;5927;6998;weekdays;Ideal
522;05/06/2012;Summer;2012;Jun;0;Tuesday;Misty;22.174.153;26.294.600.000.000.000;613.333;14.041.525;968;6033;7001;weekdays;Ideal
523;06/06/2012;Summer;2012;Jun;0;Wednesday;Clear;22.720.847;271.146;6.112.499.999.999.990;5.167.375;1027;6028;7055;weekdays;Ideal
524;07/06/2012;Summer;2012;Jun;0;Thrusday;Clear;247.025;284.721;567.083;10.542.449.999.999.900;1038;6456;7494;weekdays;Ideal
525;08/06/2012;Summer;2012;Jun;0;Friday;Clear;26.615.847.000.000.000;298.931;46.791.700.000.000.000;11.750.661.000.000.000;1488;6248;7736;weekdays;Ideal
526;09/06/2012;Summer;2012;Jun;0;Saturday;Clear;29.144.153.000.000.000;32.418.350.000.000.000;437.083;9.667.229;2708;4790;7498;weekend;Kering
527;10/06/2012;Summer;2012;Jun;0;Sunday;Clear;29.793.346.999.999.900;33.175.850.000.000.000;53.833.299.999.999.900;8.959.307;2224;4374;6598;weekend;Ideal
528;11/06/2012;Summer;2012;Jun;0;Monday;Misty;29.554.153;3.298.605;58.791.700.000.000.000;13.916.771;1017;5647;6664;weekdays;Ideal
529;12/06/2012;Summer;2012;Jun;0;Tuesday;Misty;26.786.653;2.989.375;833.333;14.374.581.999.999.900;477;4495;4972;weekdays;Lembab
530;13/06/2012;Summer;2012;Jun;0;Wednesday;Clear;26.889.153;3.055.585;582.083;22.999.693;1173;6248;7421;weekdays;Ideal
531;14/06/2012;Summer;2012;Jun;0;Thrusday;Clear;26.581.653.000.000.000;31.219.150.000.000.000;56.958.299.999.999.900;17.000.111;1180;6183;7363;weekdays;Ideal
532;15/06/2012;Summer;2012;Jun;0;Friday;Clear;26.205.847.000.000.000;299.877;58.958.299.999.999.900;11.833.339;1563;6102;7665;weekdays;Ideal
533;16/06/2012;Summer;2012;Jun;0;Saturday;Clear;25.898.346.999.999.900;29.735.400.000.000.000;50.416.700.000.000.000;11.166.689;2963;4739;7702;weekend;Ideal
534;17/06/2012;Summer;2012;Jun;0;Sunday;Clear;242.925;2.859.875;59.875;9.708.568;2634;4344;6978;weekend;Ideal
535;18/06/2012;Summer;2012;Jun;0;Monday;Misty;23.301.652.999.999.900;272.421;7.779.169.999.999.990;11.707.982.000.000.000;653;4446;5099;weekdays;Lembab
536;19/06/2012;Summer;2012;Jun;0;Tuesday;Clear;28.221.653;327.346;69.0;9.917.139;968;5857;6825;weekdays;Lembab
537;20/06/2012;Summer;2012;Jun;0;Wednesday;Clear;32.082.499.999.999.900;3.604.875;592.083;7.625.404;872;5339;6211;weekdays;Ideal
538;21/06/2012;Fall;2012;Jun;0;Thrusday;Clear;33.039.153;376.271;567.917;7.958.729;778;5127;5905;weekdays;Ideal
539;22/06/2012;Fall;2012;Jun;0;Friday;Clear;31.877.499.999.999.900;3.620.605;57.375;12.250.414.000.000.000;964;4859;5823;weekdays;Ideal
540;23/06/2012;Fall;2012;Jun;0;Saturday;Clear;29.998.347;326.396;534.583;12.041.307;2657;4801;7458;weekend;Ideal
541;24/06/2012;Fall;2012;Jun;0;Sunday;Clear;30.476.653.000.000.000;337.127;479.167;9.750.174.999.999.990;2551;4340;6891;weekend;Ideal
542;25/06/2012;Fall;2012;Jun;0;Monday;Clear;29.349.153;327.021;50.416.700.000.000.000;20.125.661;1139;5640;6779;weekdays;Ideal
543;26/06/2012;Fall;2012;Jun;0;Tuesday;Clear;25.864.152.999.999.900;297.352;373.333;23.292.014;1077;6365;7442;weekdays;Kering
